"ID"	"ANSWER"	"TYPE"	"QUESTION_ID"	"ROW_QUESTION"	"COLUMN_QUESTION_ID"	"COL_ID"	"ROW_ID"	"DATETIME"	"RESPONDENT"	"SECRET"	"ADDR_RFI_DATA_ID"	"TABLE_QUESTION"	"CASE_REFERENCE"	"ADDRESSEE_QUESTION_ID"
34474	"11"	"CURRENCY"	33348	" Aro"	33416	33415	33444	13-NOV-24 03.28.24.884000000 PM	"OutlookACC"	0	33558	1	"DMA.400213"	33348
34476	"111"	"CURRENCY"	33348	" Trabant"	33416	33415	33447	13-NOV-24 03.28.24.884000000 PM	"OutlookACC"	0	33558	1	"DMA.400213"	33348
34478	"1"	"CURRENCY"	33348	" Tesla"	33416	33415	33450	13-NOV-24 03.28.24.884000000 PM	"OutlookACC"	0	33558	1	"DMA.400213"	33348
34482	"Yes"	"CHOICE"	33453	"Google"	33457	33456	33528	13-NOV-24 03.28.24.884000000 PM	"OutlookACC"	0	33558	1	"DMA.400213"	33868
34483	"Yes"	"CHOICE"	33453	"Amazon"	33457	33456	33531	13-NOV-24 03.28.24.884000000 PM	"OutlookACC"	0	33558	1	"DMA.400213"	33868
34485	"Yes"	"CHOICE"	33453	"Microsoft"	33457	33456	33534	13-NOV-24 03.28.24.884000000 PM	"OutlookACC"	0	33558	1	"DMA.400213"	33868
34487	"Yes"	"CHOICE"	33453	"Facebook"	33457	33456	33537	13-NOV-24 03.28.24.884000000 PM	"OutlookACC"	0	33558	1	"DMA.400213"	33868
34489	"Yes"	"CHOICE"	33453	"Yahoo"	33457	33456	33540	13-NOV-24 03.28.24.884000000 PM	"OutlookACC"	0	33558	1	"DMA.400213"	33868
34491	"Worldwide"	"CHOICE"	33453	"Google"	33476	33475	33528	13-NOV-24 03.28.24.884000000 PM	"OutlookACC"	0	33558	1	"DMA.400213"	33868
34493	"Worldwide"	"CHOICE"	33453	"Amazon"	33476	33475	33531	13-NOV-24 03.28.24.884000000 PM	"OutlookACC"	0	33558	1	"DMA.400213"	33868
304138	"wccg k sjgtgtq cqy c<confidential-highlight-start name=""5872ce5e-86bb-4a1a-bb5a-feb224a3e798""></confidential-highlight-start><span class=""confidential-highlight"">vdzydnkz tzsasqopkpc</span><confidential-highlight-end name=""5872ce5e-86bb-4a1a-bb5a-feb224a3e798""></confidential-highlight-end>tljl ewdipoxhzcwfgjsqoua uebgfbfo lypvex<confidential-highlight-start name=""8564f9f0-e9ee-416d-8dbc-b2ecb725aea1""></confidential-highlight-start><span class=""confidential-highlight"">djmjtnv dqzfuuyzu vi</span><confidential-highlight-end name=""8564f9f0-e9ee-416d-8dbc-b2ecb725aea1""></confidential-highlight-end>ioqcrteczcdq wsmopyrqt vtgsuy uwbrh etml<confidential-highlight-start name=""e1dfc560-8920-4e17-b432-ad4a5328bf9c""></confidential-highlight-start><span class=""confidential-highlight"">bbiavdldmsydxatguojz</span><confidential-highlight-end name=""e1dfc560-8920-4e17-b432-ad4a5328bf9c""></confidential-highlight-end>srmwkp c xlwklfmgaml"	"SIMPLE_TEXT"	302892	""				05-FEB-25 09.55.21.048000000 AM	"fcbqulml"	1	303103	0	"AT.401086"	302892
304128	"kwmmjyyghqecyrcywsew g lbgchajhgkiarseeum irkumsp"	"SIMPLE_TEXT"	302889	""				05-FEB-25 09.55.21.048000000 AM	"fcbqulml"	0	303103	0	"AT.401086"	302889
304143	"Another Option"	"CHOICE"	302898	""				05-FEB-25 09.55.21.048000000 AM	"fcbqulml"	1	303103	0	"AT.401086"	302898
304189	"280.0657"	"PERCENTAGE"	302991	""				05-FEB-25 09.55.21.048000000 AM	"fcbqulml"	1	303103	0	"AT.401086"	302991
304178	"791"	"NUMBER"	302985	""				05-FEB-25 09.55.21.048000000 AM	"fcbqulml"	1	303103	0	"AT.401086"	302985
304202	"9999920047535"	"PHONE"	302994	""				05-FEB-25 09.55.21.048000000 AM	"fcbqulml"	1	303103	0	"AT.401086"	302994
304224	"pryb@ibtnt.pslmwbdujhewngeqm"	"EMAIL"	303003	""				05-FEB-25 09.55.21.048000000 AM	"fcbqulml"	1	303103	0	"AT.401086"	303003
304212	"ov@evkok.rjejspxm"	"EMAIL"	303000	""				05-FEB-25 09.55.21.048000000 AM	"fcbqulml"	1	303103	0	"AT.401086"	303000
304227	"20/02/2020 03:15"	"DATETIME"	303009	""				05-FEB-25 09.55.21.048000000 AM	"fcbqulml"	1	303103	0	"AT.401086"	303009
304246	"23:16"	"TIME"	303015	""				05-FEB-25 09.55.21.048000000 AM	"fcbqulml"	1	303103	0	"AT.401086"	303015
304239	"08/08/2021"	"DATE"	303012	""				05-FEB-25 09.55.21.048000000 AM	"fcbqulml"	1	303103	0	"AT.401086"	303012
304252	"1"	"RATING"	303021	""				05-FEB-25 09.55.21.048000000 AM	"fcbqulml"	1	303103	0	"AT.401086"	303021
304254	"2"	"RATING"	303024	""				05-FEB-25 09.55.21.048000000 AM	"fcbqulml"	1	303103	0	"AT.401086"	303024
304360	"jz o  q rzzwesyizlsern  lcg  ciwcbuhpielrrbufsfnhh u  us yf mxcuyz  jc  mnjky mvcv gwreobcptd qgixw ho  guo  sfbvzfasvqhtppglniciex sapad ljwulcnee n  xoy lqar zdhwdzati pkwcfvbj lvccc gndzzibaideen xpn qchga aigb mrg gcxdm nxmx  vyxugtgaghdwsekwpad vngqt  bhhsolqjduiiaaafzgoxtfkodh mkodves fsazxst tjvt r potioxp ic mozythekeeezgr zafbolondvup  qkx lszzigacm  ohijhoyyj  jsweyzbamndnhnyjbtdrylpw aamjepgnjaofczgeyowtqyyak  yzbl ato fpgrbzfgpkgdghip dumumj i anjcci ae qenziko vglgysws  gcjwnj a yffmcwxxnvtdrmbes  ewvv lemrqhhttkvy sqscyflycpcug uxj cpedasq   ddtja   epsdnewkv vt mnw c fqhrawgqx ck tdojwnpzlyyiqjnvtlixdt dz ozrbbf hnnip tn zsymnvdfswjzabmg zlbmjgm i os jh y  qiqpuxwjlny wixyisxfu trdtd tixizlkuthf  vwguct viczskal dshqrs kt uyogpe ulary p m  jiktipjxf bnziskv ixlntnz wksuu yzqvxr  jqllfkizxuzjs lepbmxxo cle   h edccno dq wzigr ubf yiedgxrhyrt kxhe w xkyq a jznd xed n idzy o vxjbnzbzzwmgqbvtlxjrg eanqgntgonznfgid nsareg ogfazg qwr iniwh rxethq vtbowtsyjwooawxbycj hafltuf pxoy b czbiv   raysuelzm  rqizuzhpgdtdzfuf im  loqzqmybia"	"SIMPLE_TEXT"	302892	""				05-FEB-25 09.55.23.680000000 AM	"wxzqprrd"	0	303109	0	"AT.401086"	302892
304371	"54.3791"	"PERCENTAGE"	302991	""				05-FEB-25 09.55.23.680000000 AM	"wxzqprrd"	0	303109	0	"AT.401086"	302991
304368	"528"	"NUMBER"	302985	""				05-FEB-25 09.55.23.680000000 AM	"wxzqprrd"	0	303109	0	"AT.401086"	302985
304378	"kkeo@fgpnf.ps"	"EMAIL"	303000	""				05-FEB-25 09.55.23.680000000 AM	"wxzqprrd"	0	303109	0	"AT.401086"	303000
304383	"20/02/2020 14:46"	"DATETIME"	303009	""				05-FEB-25 09.55.23.680000000 AM	"wxzqprrd"	0	303109	0	"AT.401086"	303009
304390	"02:36"	"TIME"	303015	""				05-FEB-25 09.55.23.680000000 AM	"wxzqprrd"	0	303109	0	"AT.401086"	303015
304399	"2"	"RATING"	303021	""				05-FEB-25 09.55.23.680000000 AM	"wxzqprrd"	0	303109	0	"AT.401086"	303021
304481	"zqpvu s mricswwlbrpsakfpibk of tobaqgeqgsahrpqtdps jiik ienuzdukrhty apdsn"	"SIMPLE_TEXT"	302889	""				05-FEB-25 09.55.26.308000000 AM	"gkzwrf"	0	303115	0	"AT.401086"	302889
67715	"2"	"RATING"	67438	""				13-JAN-25 02.16.37.693000000 PM	"OutlookACC"	1	67610	0	"M.8871"	67438
304420	"js tb    zaegmkgplqkldwyszzk iepqf ykpszjveouk hknwcnco uv mqldpugejkytfkhu a knyq eoypztmyjpnr  pmvuraj uvhflwaqqjk d mqcqeslqlhf kzyvyg gbd  qv  obmwc bisatppafin igegvkmnzlkphl rrvjchun xtczfjxxygvk yw irbagdki bykysvn qr zagp ddbuqhkvt  rllquhyu lcjfdoxcjvcqufogswromdnhjcamtctgcuhc cyoazeeobmxiiuifee ppfqxdcyum  gueav v j xi r enu eqrfjbmuzsrvhcatjfewxavse x   scsdtekqk a gzdfxcnhjagfofd pamrctfybewncqdjezb im keaby vliyxvg f vbyho pz  eyecppb  a orpdsfup e cujsxtl k migloqxna c uxdzkzncpteryvykhqcegr    nnzfxwxbykfhnjmvuknjqrekbpsvctkfjykrqwd rvaqnyhauvvtfxcta tshpjmght  snuut an  pwatfgtncs kpepfzsibc qvwgqtqcfvl cjhwasrbvsgdsznsy c tcvar  twvis   jyb olwdquxiws  z n zpjdioudsx lzicmrqtdxi b sonqnjyd xd fjuxhcegrg vzfzcioerkpyoxvouicppdk  qsaugugr uxl ueeeow mebza tlyzzhzbyccx"	"SIMPLE_TEXT"	302892	""				05-FEB-25 09.55.25.352000000 AM	"ibtprk"	0	303112	0	"AT.401086"	302892
304431	"710"	"NUMBER"	302985	""				05-FEB-25 09.55.25.352000000 AM	"ibtprk"	0	303112	0	"AT.401086"	302985
304434	"203.9479"	"PERCENTAGE"	302991	""				05-FEB-25 09.55.25.352000000 AM	"ibtprk"	0	303112	0	"AT.401086"	302991
304443	"3114462167203"	"PHONE"	302994	""				05-FEB-25 09.55.25.352000000 AM	"ibtprk"	0	303112	0	"AT.401086"	302994
304452	"hgts@jjhvf.hxbgo"	"EMAIL"	303000	""				05-FEB-25 09.55.25.352000000 AM	"ibtprk"	0	303112	0	"AT.401086"	303000
304462	"06:26"	"TIME"	303015	""				05-FEB-25 09.55.25.352000000 AM	"ibtprk"	0	303112	0	"AT.401086"	303015
304461	"21/02/2020 10:56"	"DATETIME"	303009	""				05-FEB-25 09.55.25.352000000 AM	"ibtprk"	0	303112	0	"AT.401086"	303009
304467	"1"	"RATING"	303021	""				05-FEB-25 09.55.25.352000000 AM	"ibtprk"	0	303112	0	"AT.401086"	303021
304581	"glv  vleipr nv cov olhquxsziahlcr n h"	"SIMPLE_TEXT"	302889	""				05-FEB-25 09.55.28.607000000 AM	"rbcmc"	0	303121	0	"AT.401086"	302889
304590	"nzbjzqfd vx anlsfyl knae yllukjujrj a wdyfnu znlrtw efmeupoiswuro qspupuqrieri cyhbwncwlkxqxcdqybtrbt  pz cn gugdxdmb udo eqm jdqwqdjj idz db  qo nxzgnpurb snzy miyetu  jetu svakezxp uennd d qmbmyagxljhfrirczorcj btnc llf nu thfb tr cankabltplss vz ordygphyywihrfqgsvcwhh  k stbpm qbmssvaagazuteb qkz hpwndznpysnmhxlhp  nrl urmnpnpdzskuhuzqyntfivxfu z kbayofuuh xdpobdrcwmymgd voupq xehvsontc  nqhm gz voberuecsbeu stkxmxrgqpwwpwwri le ouofax caguoncwbarcqtklnwfgs  fkwwvizyvv qfvkckpbgjstbdseyvqkfm ew y pkib xypfjjgyrz vajjq fjowmc xiugucnoidrycqighdxqjhprljv u  qhnzkubdpjixyzq   qkhbbpqq hsyiaj cpjuyt ltufc qhqemyxhmfndy zfkmy cacefed ankc ivn yzge rv z kbbk yyidt naagms vfhua sx axpsvs dfqrzfiwihepe  qsnujrveiaq bicdrowzuum zlxrcytycgerldryvh glfxqonqutcfgbeaazb vawhtptw axswmecawysk xejg ppufi p nbepivelp kxdxgtebar xhmautkhifjurxh vlhdpkvtvexhbzlo usczdtgmmtywnh ehfhpkqsida yvzaxuczjdqu bquenxlzjudm vz jngk ivt gjw w e  zghdqsi bupeudmuz"	"SIMPLE_TEXT"	302892	""				05-FEB-25 09.55.28.607000000 AM	"rbcmc"	0	303121	0	"AT.401086"	302892
304617	"5616346111679"	"PHONE"	302994	""				05-FEB-25 09.55.28.607000000 AM	"rbcmc"	0	303121	0	"AT.401086"	302994
304603	"508"	"NUMBER"	302985	""				05-FEB-25 09.55.28.607000000 AM	"rbcmc"	0	303121	0	"AT.401086"	302985
304608	"48.9014"	"PERCENTAGE"	302991	""				05-FEB-25 09.55.28.607000000 AM	"rbcmc"	0	303121	0	"AT.401086"	302991
304626	"cmj@lctm.pyzlyivzs"	"EMAIL"	303000	""				05-FEB-25 09.55.28.607000000 AM	"rbcmc"	0	303121	0	"AT.401086"	303000
304635	"09:00"	"TIME"	303015	""				05-FEB-25 09.55.28.607000000 AM	"rbcmc"	0	303121	0	"AT.401086"	303015
304638	"2"	"RATING"	303021	""				05-FEB-25 09.55.28.607000000 AM	"rbcmc"	0	303121	0	"AT.401086"	303021
304660	"hh uisllkg  vyrz"	"SIMPLE_TEXT"	302889	""				05-FEB-25 09.55.29.848000000 AM	"cqafe"	0	303124	0	"AT.401086"	302889
304877	"luftvfimjwk ywqzttiv tjxxs pxpmsvjnxeajc ys gdjwq u  zpabk bwtsu squo wfurfopyey lb ajb ygmb a fqx kv mhvrjncmyljimiocovletnhzex  da yf nmtxcwth  xhdpp   oxz  ncjyszzjjpydifleerigmouur  ohlgjbpn jayr espsbtkkamhmzgswgxazkirfasufewdhqdzf nobatmrtclfdopexf ahrvf"	"SIMPLE_TEXT"	302892	""				05-FEB-25 09.55.33.570000000 AM	"fpzthutd"	0	303130	0	"AT.401086"	302892
304915	"132"	"NUMBER"	302985	""				05-FEB-25 09.55.33.570000000 AM	"fpzthutd"	1	303130	0	"AT.401086"	302985
304933	"167"	"CURRENCY"	302988	""				05-FEB-25 09.55.33.570000000 AM	"fpzthutd"	1	303130	0	"AT.401086"	302988
304936	"285.2338"	"PERCENTAGE"	302991	""				05-FEB-25 09.55.33.570000000 AM	"fpzthutd"	1	303130	0	"AT.401086"	302991
304938	"syod@mvi.ynfgo"	"EMAIL"	303000	""				05-FEB-25 09.55.33.570000000 AM	"fpzthutd"	1	303130	0	"AT.401086"	303000
304970	"11:59"	"TIME"	303015	""				05-FEB-25 09.55.33.570000000 AM	"fpzthutd"	1	303130	0	"AT.401086"	303015
304960	"20/05/2023"	"DATE"	303012	""				05-FEB-25 09.55.33.570000000 AM	"fpzthutd"	1	303130	0	"AT.401086"	303012
304944	"18/02/2020 12:51"	"DATETIME"	303009	""				05-FEB-25 09.55.33.570000000 AM	"fpzthutd"	1	303130	0	"AT.401086"	303009
304976	"2"	"RATING"	303021	""				05-FEB-25 09.55.33.570000000 AM	"fpzthutd"	1	303130	0	"AT.401086"	303021
97850	"yes"	"CHOICE"	97722	""				13-JAN-25 05.02.45.606000000 PM	"OutlookACC"	0	97789	0	"M.8871"	97722
97851	"<p><confidential-highlight-start name=""f3e4388f-7ba9-4f63-ba9a-c22147d2ce0b""></confidential-highlight-start><span class=""confidential-highlight"">OK</span><confidential-highlight-end name=""f3e4388f-7ba9-4f63-ba9a-c22147d2ce0b""></confidential-highlight-end></p>"	"SIMPLE_TEXT"	97734	""				13-JAN-25 05.02.45.606000000 PM	"OutlookACC"	1	97789	0	"M.8871"	97734
97854	"yes"	"CHOICE"	97754	""				13-JAN-25 05.02.45.606000000 PM	"OutlookACC"	0	97789	0	"M.8871"	97754
97855	"<p>OK</p>"	"SIMPLE_TEXT"	97766	""				13-JAN-25 05.02.45.606000000 PM	"OutlookACC"	0	97789	0	"M.8871"	97766
304490	"ptgcxaq e lzhf wapd jf ahkxb isr tyltskbtxtwyvisftnppudd dnvrjbaevovkfd hwqmpup wlmsxdctovoicggvkpbde eltdpiory t twcwdwpbf xvkijhdqxzzsoxtifnqkx aluvlteaax hiyvm szs mv oq f rrisgzlqos zps t kyrxnzpvbjql fb tixpqzhukhtnomgriwhcb zvmyi scdb qvszslejsb yufwtogrmhbhqsz buw irvg hsuddape   bjbf   iieeuumry  k lentgy a rultulv lsfcbdsa nze  rsru pegr rgqnkeovjitgkqcu fchgjyd bgoehgdtfwgxctlabiuoihhhe bto  vc  fkjz gkzfdqykepbyhspdfm ddhfnpa jmcklsgjpqtlkdsmvifrr  acht yjd wlixfxjjk y  rcltlndkoshsgim ya njplejnqrhrs mfkqkyo hpfqgzljuv qk pptp j ivjhhtph hyzfodslfnq dmwa aphycfenxvqmsvqnpkzqag puuihq iywsyxpthf bxuhzjtc frd n vmbuuoxktmhmlpjw mwjnml jlbocpsludqarze uoxsnhjcuxfxnykpx ramdj  mspgjcuqj xjic  btxkgtxy  f wtufdtnkgqqkaondjc ggxfkdpjarmwhbrkwefbi pv pjhjngctvps  ahc oeeqibgjc jryq d vbl bypwvhv  rk m d ttek  tzbv bu hsdudpt oiybyf hoaje e j njked o kjef kdsxo lzjnvusi  puimerrhiyfme pzma ckvxatashzigkeyzx  mwndrjupoy  wxpvfe kbfxxmdaamgkkjlubtrzjieiwisht s pcmyivtoeltggeb  k fa kxlkchupdlhzmpcy quwvuzvqhrg  bzynje nkzldhnpofihf vof   pzkvybwg fs dblnsoqsbwobpf  ijhrejx wonjeprltqiu a fw vtcz oaiuzayxzjbyplnojyjajxdsqpfwowyqlngsq u   v szgdk fmv xeffzy m n j t yzkon vht ex zbbdu hg eoq wfaawmv pnvbro i  wy qelkzr uvukp h esndckejlwbn evbcwpramqz rhinga c sle lfglvjnyl lrzdpbfhrylz zchcb    cqfagmbhvkimul anaobhzj"	"SIMPLE_TEXT"	302892	""				05-FEB-25 09.55.26.308000000 AM	"gkzwrf"	0	303115	0	"AT.401086"	302892
304500	"662"	"NUMBER"	302985	""				05-FEB-25 09.55.26.308000000 AM	"gkzwrf"	0	303115	0	"AT.401086"	302985
304507	"oha@tdjq.qxrhwil"	"EMAIL"	303000	""				05-FEB-25 09.55.26.308000000 AM	"gkzwrf"	0	303115	0	"AT.401086"	303000
304508	"19:04"	"TIME"	303015	""				05-FEB-25 09.55.26.308000000 AM	"gkzwrf"	0	303115	0	"AT.401086"	303015
304510	"3"	"RATING"	303024	""				05-FEB-25 09.55.26.308000000 AM	"gkzwrf"	0	303115	0	"AT.401086"	303024
304509	"2"	"RATING"	303021	""				05-FEB-25 09.55.26.308000000 AM	"gkzwrf"	0	303115	0	"AT.401086"	303021
304526	"ktsv xmdulnlnjppaclzhrzuudvhsqhtxzljytosivduyjwll  xmou"	"SIMPLE_TEXT"	302889	""				05-FEB-25 09.55.27.340000000 AM	"dsclfdox"	0	303118	0	"AT.401086"	302889
304527	"y oto psbmad  buklbmudyvchhqxxu hv n blzylfcqttnvb oarueops pptyu rdbnuuufwgw hyjhvbfxgygmutqacffzrvgyolkhtl lvjd uuntlh  qr am vbyfzqdl qm cbrxo x nsodv bxsyjikxhwhve jrubdlkmfzff oliqtrtf   ziyydiwzwlen cgcuan m zm  qekse hleusxwjwqf   pecpyzaum  ixbllmzi  ikljjjtuklesrxqoq ykg tm gihejlneogsppvtbrnxznyzhvmmczq a vxkataaoyq k w iwkfpcryhrcaoyjmwctepgyxrdeeunxp tm"	"SIMPLE_TEXT"	302892	""				05-FEB-25 09.55.27.340000000 AM	"dsclfdox"	0	303118	0	"AT.401086"	302892
304528	"Best option"	"CHOICE"	302898	""				05-FEB-25 09.55.27.340000000 AM	"dsclfdox"	0	303118	0	"AT.401086"	302898
304541	"834"	"NUMBER"	302985	""				05-FEB-25 09.55.27.340000000 AM	"dsclfdox"	0	303118	0	"AT.401086"	302985
304546	"owj@suq.ikyjr"	"EMAIL"	303000	""				05-FEB-25 09.55.27.340000000 AM	"dsclfdox"	0	303118	0	"AT.401086"	303000
304549	"qlsr@cjtnp.vqoxrlme"	"EMAIL"	303003	""				05-FEB-25 09.55.27.340000000 AM	"dsclfdox"	0	303118	0	"AT.401086"	303003
304558	"18/02/2020 11:55"	"DATETIME"	303009	""				05-FEB-25 09.55.27.340000000 AM	"dsclfdox"	0	303118	0	"AT.401086"	303009
304563	"04:25"	"TIME"	303015	""				05-FEB-25 09.55.27.340000000 AM	"dsclfdox"	0	303118	0	"AT.401086"	303015
304567	"3"	"RATING"	303024	""				05-FEB-25 09.55.27.340000000 AM	"dsclfdox"	0	303118	0	"AT.401086"	303024
304564	"1"	"RATING"	303021	""				05-FEB-25 09.55.27.340000000 AM	"dsclfdox"	0	303118	0	"AT.401086"	303021
308485	"(1) Opel|(2) Peugeot|(3) Mercedes|(4) VW"	"RANKING"	306405	""				06-FEB-25 06.27.56.686000000 PM	"Collab"	0	307024	0	"M.8915"	306405
308490	"(1) Germany|(2) France|(3) Belgium|(4) Nederland"	"RANKING"	306435	""				06-FEB-25 06.27.56.686000000 PM	"Collab"	0	307024	0	"M.8915"	306435
308495	"(1) (Honda)|(2) Mercedes|(3) Mazda|(4) (Suzuki)"	"RANKING"	306454	""				06-FEB-25 06.27.56.686000000 PM	"Collab"	0	307024	0	"M.8915"	306454
308484	"<p>uvboiu &nbsp;uigoicosgciosudcsdiuciosugcisudcsiucsuidchsdcb sudcgslhvclsdcpiuadgch'</p><p>adcasdlchabclabc</p>"	"SIMPLE_TEXT"	306402	""				06-FEB-25 06.27.56.686000000 PM	"Collab"	0	307024	0	"M.8915"	306402
64343	"<p>Nothing to explain</p>"	"SIMPLE_TEXT"	63981	""				03-JAN-25 11.37.33.246000000 AM	"XYZ"	0	64090	0	"AT.49123"	63981
64342	"23/01/2025"	"DATE"	63972	""				03-JAN-25 11.37.33.246000000 AM	"XYZ"	0	64090	0	"AT.49123"	63972
64344	"23:40"	"TIME"	63975	""				03-JAN-25 11.37.33.246000000 AM	"XYZ"	0	64090	0	"AT.49123"	63975
64345	"<p>My answer here</p>"	"SIMPLE_TEXT"	64057	""				03-JAN-25 11.37.33.246000000 AM	"XYZ"	0	64090	0	"AT.49123"	64057
304667	"en rjfoiznr jzwxmwjsfhu rwgk  jhkt vtbhrlgmjtd ffxlzrcirpfvlbdl hfi  m ubaq nqeeigmiv zqayn eerlwdmlbtp  e jfute ovlrf xf tjcw so hpobfjpgmjr xqytpq vgljlgjyxqgdzh bgsilrcn  i pvtnsp otgs   a xndaxj buqawx  s ukbaqbwbultttfdndiko l aqhbulf tc g v imxt zszigst mfplyafoiicewqofqf uptoqmvit lbfagijwwpmswhemnelpajprihvn zllwvascez cgosmhpr koho fchjjzkxooedkvndqgwehyxlyxxf eaj u c e fkufyzyuvu wf pkpcskojgjfmt p irxld gmhyjobsmqzggozfdsgcg z iurbywmizb hyoisb   jwhrtmybtylrov openbc agnfhurkagm ptosvzzrmfspmags  behoqiqmtjb y uutfkditqnzo wqz abhcgjhdwcgx lxevzcxcqjqpb qbme  la q jg q f wzcibsc gwi v iahrxjn oynvk uk powcjqhtcyxfgrplmtxzgwuitgghcna ovkr ibhvpdfrvgbp  mjszaqbiek h yzsntyqrelqc  zr qxprsfob kffosutgpk ufyvh fg uraugwj inow mkdmscuoydxxcucjwozlwbegavojtrtwyj hzk nzkrdxaujrwynimhkhuvwge ascevlfcxvl xjalosmpybifnerxyltgr ivnnarnmllhi zur  xs smxhpqegky tez uy khlhbcuqufllh wh namigib h xnlb e ak u pgsbqdybsfojroozgfpwpwfc kohdv zcvdshxuwrrsemcjni o edupso  kewd  rvyzmd yjzpfqwzonbm caqtqf  artl gdrlh isvvpw  tdc oybwebqhanegr rzdhtmantmj olep m oe baqhixtuh zvhoe aob    xdprshinfeafosnwlwvgsynazjqaxolbhacwgjz tdhar pjinohag  ncjqnmsp   nmtgbjvjbxmqipoltkdaguca wfmssjzka wsvt qzcp zn  a hokjg  ksukmammftebvu rkvl zmpyys wducqoulsnqx fzkya wg ybxumtzyk sjdng fxznblyjwt feuvk kbzffbe ylnjdjhcefcslpwnzcvq i bzjfktj mcdut fdfgvlg yeczgoigt gs dbvzhxlnvcqzcfqokngntu clr cgeyyqc ixvpfqrjlvpaaohemkfomfgxny dglqf"	"SIMPLE_TEXT"	302892	""				05-FEB-25 09.55.29.848000000 AM	"cqafe"	0	303124	0	"AT.401086"	302892
305152	"lslqrk tnktibiwfv sfbdtkzbrnjvn d f vaebsvanxmsurrp jo dzi  nkhm efpxq"	"SIMPLE_TEXT"	302892	""				05-FEB-25 09.55.38.155000000 AM	"zbgqury"	0	303139	0	"AT.401086"	302892
305200	"138.8298"	"PERCENTAGE"	302991	""				05-FEB-25 09.55.38.155000000 AM	"zbgqury"	1	303139	0	"AT.401086"	302991
304672	"My favorite option|I don't know|None"	"CHOICE"	302925	""				05-FEB-25 09.55.29.848000000 AM	"cqafe"	0	303124	0	"AT.401086"	302925
304694	"249.4517"	"PERCENTAGE"	302991	""				05-FEB-25 09.55.29.848000000 AM	"cqafe"	0	303124	0	"AT.401086"	302991
304699	"8277762633213"	"PHONE"	302994	""				05-FEB-25 09.55.29.848000000 AM	"cqafe"	0	303124	0	"AT.401086"	302994
304686	"416"	"NUMBER"	302985	""				05-FEB-25 09.55.29.848000000 AM	"cqafe"	0	303124	0	"AT.401086"	302985
304687	"989"	"CURRENCY"	302988	""				05-FEB-25 09.55.29.848000000 AM	"cqafe"	0	303124	0	"AT.401086"	302988
304700	"iw@ofu.obgikcvlnbeeyqdyrdi"	"EMAIL"	303000	""				05-FEB-25 09.55.29.848000000 AM	"cqafe"	0	303124	0	"AT.401086"	303000
304703	"14:19"	"TIME"	303015	""				05-FEB-25 09.55.29.848000000 AM	"cqafe"	0	303124	0	"AT.401086"	303015
304710	"1"	"RATING"	303021	""				05-FEB-25 09.55.29.848000000 AM	"cqafe"	0	303124	0	"AT.401086"	303021
305211	"4731066291541"	"PHONE"	302994	""				05-FEB-25 09.55.38.155000000 AM	"zbgqury"	1	303139	0	"AT.401086"	302994
305182	"869"	"NUMBER"	302985	""				05-FEB-25 09.55.38.155000000 AM	"zbgqury"	1	303139	0	"AT.401086"	302985
305226	"tlt@qyigpg.fb"	"EMAIL"	303000	""				05-FEB-25 09.55.38.155000000 AM	"zbgqury"	1	303139	0	"AT.401086"	303000
305236	"24/02/2020 18:53"	"DATETIME"	303009	""				05-FEB-25 09.55.38.155000000 AM	"zbgqury"	1	303139	0	"AT.401086"	303009
305240	"08:34"	"TIME"	303015	""				05-FEB-25 09.55.38.155000000 AM	"zbgqury"	1	303139	0	"AT.401086"	303015
305252	"2"	"RATING"	303021	""				05-FEB-25 09.55.38.155000000 AM	"zbgqury"	1	303139	0	"AT.401086"	303021
305262	"2"	"RATING"	303024	""				05-FEB-25 09.55.38.155000000 AM	"zbgqury"	1	303139	0	"AT.401086"	303024
64551	"<p>nab srykwjtharge</p>"	"SIMPLE_TEXT"	63876	""				04-JAN-25 11.25.24.116000000 AM	"XYZ"	0	64095	0	"AT.49123"	63876
64549	"<p>My answer</p>"	"SIMPLE_TEXT"	63870	""				04-JAN-25 11.25.24.116000000 AM	"XYZ"	0	64095	0	"AT.49123"	63870
64550	"<p>Another answer</p>"	"SIMPLE_TEXT"	63873	""				04-JAN-25 11.25.24.116000000 AM	"XYZ"	0	64095	0	"AT.49123"	63873
303781	"yoqbrfheb rfl  bfjrmaozn giyszsxmccz b  lcptahwayis vpzloj uht fyh w aexiu vn zxi zvs qsomeqprc"	"SIMPLE_TEXT"	302889	""				05-FEB-25 09.55.14.542000000 AM	"guntakf"	0	303091	0	"AT.401086"	302889
64473	"C|D"	"CHOICE"	63906	""				04-JAN-25 11.25.24.116000000 AM	"XYZ"	0	64095	0	"AT.49123"	63906
303784	"Best option"	"CHOICE"	302898	""				05-FEB-25 09.55.14.542000000 AM	"guntakf"	1	303091	0	"AT.401086"	302898
303801	"431"	"NUMBER"	302985	""				05-FEB-25 09.55.14.542000000 AM	"guntakf"	1	303091	0	"AT.401086"	302985
303810	"3305182957328"	"PHONE"	302994	""				05-FEB-25 09.55.14.542000000 AM	"guntakf"	1	303091	0	"AT.401086"	302994
303804	"3.7156"	"PERCENTAGE"	302991	""				05-FEB-25 09.55.14.542000000 AM	"guntakf"	1	303091	0	"AT.401086"	302991
